,CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed,CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed,CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed,CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed,CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed,EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed,CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed,CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed,CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed,CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed,CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed,CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed,EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed,EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed,CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed,CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed
chr10:78538450-78538600,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8333333333333334,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
chr10:78760050-78760200,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:78761750-78761800,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
chr10:78762700-78763700,1.0,0.0,0.0,0.125,1.0,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:78764650-78765150,1.0,0.0,0.0,0.0,1.0,0.15,0.1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:78765400-78765500,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:78765800-78765900,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:78766500-78766650,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:79372100-79372200,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.75
chr10:79372350-79372400,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:79373700-79373750,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:80524050-80524100,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:80647500-80647600,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0
chr10:80729100-80729250,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
chr10:80738850-80738900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:80739050-80739150,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0
chr10:80758050-80758100,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:80811550-80812350,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.25,1.0,1.0,0.34375,1.0,1.0,1.0,1.0,1.0,1.0
chr10:80816650-80816850,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.625,0.75
chr10:80842150-80842300,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:80854550-80854800,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9
chr10:80881400-80881500,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0
chr10:80914950-80915000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
chr10:80963750-80964100,0.0,0.0,0.7142857142857143,0.0,0.07142857142857142,0.0,0.0,1.0,1.0,0.9285714285714286,0.0,1.0,0.0,1.0,1.0,0.9285714285714286,1.0,0.2857142857142857,0.8571428571428571,0.7142857142857143
chr10:80967150-80967300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
chr10:80967850-80967900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
chr10:80999100-80999200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.75,0.75,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.75,1.0
chr10:81035450-81035550,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0
chr10:81238500-81238700,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.625,1.0,1.0,1.0,1.0,1.0,0.625
chr10:81502550-81502700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1.0,1.0,0.3333333333333333,0.8333333333333334,1.0,0.0,1.0
chr10:81645100-81645150,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
chr10:81657000-81657100,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:81662400-81662500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0
chr10:81669450-81669500,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
chr10:81669650-81669900,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0
chr10:81776450-81776550,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:81805650-81805950,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0
chr10:81829550-81829650,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0
chr10:81829800-81829900,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,0.0,0.0,1.0
chr10:81844100-81844150,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0
chr10:81863100-81863200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.0
chr10:81885350-81885450,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0
chr10:81901250-81901650,0.0,1.0,0.0,0.0,0.8125,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8125,1.0,0.9375,1.0,1.0
chr10:81948900-81948950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
chr10:81969150-81969250,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0
chr10:82034700-82035000,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:82214600-82214650,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0
chr10:82281050-82281100,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:82315450-82315500,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
chr10:82407650-82407700,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
chr10:82466100-82466300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.375,1.0,1.0
chr10:82529100-82529350,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0
chr10:82629900-82630000,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0
chr10:82712400-82712450,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:82743700-82743750,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:82909050-82909150,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:82981400-82981650,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.9,0.0,1.0,1.0,1.0,1.0,0.9,1.0
chr10:83002100-83002200,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0
chr10:83085550-83085700,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.8333333333333334
chr10:83190800-83191050,0.0,0.0,0.0,0.4,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.9,0.7,1.0,1.0,1.0,0.0,1.0,1.0
chr10:83212650-83212900,1.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,1.0,0.0,0.9,1.0,1.0,0.9,1.0,0.4,1.0,1.0,1.0,0.0
chr10:83453750-83453850,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.75,1.0
chr10:83606500-83606650,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.8333333333333334,0.0,0.3333333333333333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334
chr10:83663450-83663550,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,1.0
chr10:83663750-83663850,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:83699100-83699250,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:83726850-83726900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
chr10:83728050-83728200,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:83761600-83761650,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:83869450-83869550,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:83886800-83886950,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,0.16666666666666666,1.0,1.0,1.0,0.8333333333333334
chr10:83891750-83892300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9545454545454546
chr10:83978550-83978600,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84063350-84063450,0.0,0.0,0.0,0.0,0.0,0.75,0.75,1.0,1.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0
chr10:84116700-84116850,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84199000-84199300,1.0,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,0.16666666666666666,0.4166666666666667,1.0,0.9166666666666666,0.9166666666666666
chr10:84206350-84207450,1.0,1.0,0.0,0.0,0.8181818181818182,0.0,0.045454545454545456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84211400-84211500,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0
chr10:84216300-84216350,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84267300-84267350,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84304150-84304200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
chr10:84528200-84528450,1.0,1.0,0.0,0.6,0.0,0.0,0.0,1.0,1.0,0.3,0.9,1.0,1.0,0.9,1.0,1.0,0.9,1.0,0.3,1.0
chr10:84570300-84570350,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84576300-84576400,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0
chr10:84598600-84598950,0.5714285714285714,0.0,0.0,0.0,0.7857142857142857,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7857142857142857,0.7857142857142857,1.0,1.0,1.0,1.0,1.0
chr10:84625050-84625250,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
chr10:84653000-84653100,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.75,0.75,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,0.75
chr10:84705950-84706050,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0
chr10:84797800-84797900,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84820700-84820800,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.0
chr10:84898250-84898650,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9375,1.0,1.0,0.9375
chr10:84926400-84926450,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:84953350-84953700,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.7857142857142858,0.7857142857142857,1.0,1.0,1.0,1.0
chr10:84955650-84955700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
chr10:84988750-84988800,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
chr10:85009250-85009300,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,0.0
chr10:85033950-85034550,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.625,1.0,0.0,1.0,0.625,1.0,1.0,1.0,0.5,1.0,0.875,1.0,1.0
chr10:85047900-85047950,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85059000-85059300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0
chr10:85060950-85061100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
chr10:85146150-85146300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
chr10:85152700-85152750,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85197300-85197400,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:85205700-85205750,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:85228800-85228900,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,0.75
chr10:85236600-85236650,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:85243700-85243900,0.0,0.0,0.0,0.0,0.875,0.875,0.0,1.0,1.0,0.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
chr10:85254600-85254750,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85304950-85305300,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85384350-85384400,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chr10:85401950-85402000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0
chr10:85413500-85413600,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:85434000-85434150,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85440000-85440100,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:85452950-85453000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.5
chr10:85462650-85462850,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
chr10:85522850-85522950,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0
chr10:85529150-85529600,0.0,0.6111111111111112,0.0,0.0,0.5555555555555556,1.0,0.4444444444444444,0.7777777777777778,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6111111111111112,1.0
chr10:85529800-85529950,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8333333333333334,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.0
chr10:85545800-85545900,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:85546650-85546750,0.0,0.0,0.0,0.75,1.0,0.0,0.0,1.0,0.75,0.75,0.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.75
chr10:85574800-85575100,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,1.0,1.0
chr10:85600050-85600100,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85621600-85621650,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85630100-85630350,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.9,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9,0.0
chr10:85658400-85658550,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85669850-85669900,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0
chr10:85682300-85682400,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85725450-85725750,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85728300-85728450,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85734750-85734800,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chr10:85753250-85753350,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75
chr10:85759650-85759750,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75
chr10:85762150-85762400,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0
